Cluster,Stylisation,Indicator,Dimension,Lag,Year,FE,N_author,Impact,SE,L.bound,U.bound,n.obs,p,BIC
FINAC,Scopus,RR,Balance,y_3,2013,1,1,0.0588028401149427,0.0636442139141069,-0.0653671432067403,0.199469338240318,568,0.36929973762905,4975.78608412646
FINAC,Scopus,RR,Balance,y_3,2018,1,1,0.128710379905465,0.0459688775665089,0.0314632032397482,0.235126098250371,753,0.00844195510566537,6810.56704210243
MGMT,Scopus,RR,Balance,y_3,2013,1,1,0.0390518953198991,0.037408658181947,-0.0344051710692721,0.118097165416083,1622,0.305807595784896,13358.3019333574
MGMT,Scopus,RR,Balance,y_3,2018,1,1,-0.0162315332141604,0.0376730547225673,-0.0862539018178006,0.059156803150785,1548,0.664007005112922,13254.0947017032
,Scopus,RR,Balance,y_3,2013,1,1,0.0363445422921196,0.0314953086620803,-0.0256941520200397,0.102333535783881,2814,0.257007993061311,23439.3264865179
,Scopus,RR,Balance,y_3,2018,1,1,-0.00256808414922405,0.0268254415530215,-0.0536551927500323,0.0512768909767623,2999,0.923634709329407,26200.6215632598
MKTG,Scopus,RR,Balance,y_5,2013,1,0,0.0419112536743698,0.0819917080778507,-0.112763785027277,0.223551340909446,624,0.61655203471376,5889.81749821175
MKTG,Scopus,RR,Balance,y_5,2018,1,0,0.00777701946574494,0.0448180459261137,-0.0769711807786749,0.100306404105607,698,0.862766964818902,6968.49280626085
FINAC,Scopus,RR,Balance,y_5,2013,1,0,0.15719731808271,0.0699515123728544,0.00893824124122156,0.327242420041901,568,0.0368724105787798,5679.32865430964
FINAC,Scopus,RR,Balance,y_5,2018,1,0,0.119817357163406,0.052943854204305,0.00944184623132549,0.242261669739684,753,0.0325602467314869,7749.89279994482
MGMT,Scopus,RR,Balance,y_5,2013,1,0,0.0493534760293357,0.0413424609941217,-0.0323216182490275,0.137922204754,1622,0.243918450595132,15595.9095253969
MGMT,Scopus,RR,Balance,y_5,2018,1,0,-0.00433551529027698,0.040780269972667,-0.0808195317523515,0.0785126537797429,1548,0.915149817054442,15401.5328326719
,Scopus,RR,Balance,y_5,2013,1,0,0.059517721684943,0.0340900164445535,-0.00896098828395231,0.132728166392397,2814,0.0899016740088665,27201.390150225
,Scopus,RR,Balance,y_5,2018,1,0,0.0204828252511775,0.0279687264054886,-0.0339520642403894,0.0779850130457309,2999,0.468483907610052,30159.3706630003
MKTG,Scopus,RR,Balance,y_5,2013,1,1,0.0324592236067656,0.0798169928295368,-0.117057217185082,0.207294593894578,624,0.689001909811504,5894.16941483143
MKTG,Scopus,RR,Balance,y_5,2018,1,1,-0.0220414511268839,0.0453830381377608,-0.105273428126001,0.0689331840350185,698,0.623349746963883,6955.59653090132
FINAC,Scopus,RR,Balance,y_5,2013,1,1,0.121818721334033,0.0610882883599448,-0.00476821425427543,0.264506682322802,568,0.059873658859075,5669.39443931209
FINAC,Scopus,RR,Balance,y_5,2018,1,1,0.134249997935817,0.0540183744264551,0.0203008852776538,0.260925160784606,753,0.0196999231944197,7706.40945548386
MGMT,Scopus,RR,Balance,y_5,2013,1,1,0.0472178770581149,0.0410128137047026,-0.0336668524696998,0.134872879847804,1622,0.260613921861244,15587.7501469748
MGMT,Scopus,RR,Balance,y_5,2018,1,1,-0.00483447478456534,0.0407786802083255,-0.0812773000202211,0.0779688175758688,1548,0.905400946204996,15397.9117904685
,Scopus,RR,Balance,y_5,2013,1,1,0.0514161626060883,0.0340567196859647,-0.0164747444937381,0.123993451922368,2814,0.140969421751142,27179.2397227157
,Scopus,RR,Balance,y_5,2018,1,1,0.0153051700949849,0.0282180549755941,-0.0393231049441805,0.0730398469317926,2999,0.590383442109952,30105.2573644824
MKTG,Scopus,GINI,Balance,y_3,2013,1,0,-0.192839855697117,0.0485756975062292,-0.266142054648991,-0.112215786885797,624,1.03229591801029e-05,5044.0231447421
MKTG,Scopus,GINI,Balance,y_3,2018,1,0,-0.19073249906659,0.0429737891061678,-0.256103107589103,-0.11961738952223,698,8.45628862500386e-07,6070.19066734362
FINAC,Scopus,GINI,Balance,y_3,2013,1,0,-0.0526512018180854,0.0379599403344753,-0.120575928901229,0.0205198776233186,568,0.154195130866457,4980.01063084338
FINAC,Scopus,GINI,Balance,y_3,2018,1,0,-0.0240105566489129,0.0320347708505983,-0.0834058653772589,0.0392335686555805,753,0.448055791131583,6856.25348261607
MGMT,Scopus,GINI,Balance,y_3,2013,1,0,-0.216667882750828,0.0465381909880172,-0.284956351432076,-0.141857693382781,1622,1.5436851234341e-07,13302.1548864246
MGMT,Scopus,GINI,Balance,y_3,2018,1,0,-0.177915575043892,0.0432193374599711,-0.24468509750843,-0.105243654631908,1548,5.81586611237952e-06,13210.6746546169
,Scopus,GINI,Balance,y_3,2013,1,0,-0.143334576029208,0.0292009656995494,-0.190987314409249,-0.0928749799625551,2814,1.17053292599786e-07,23389.6553239158
,Scopus,GINI,Balance,y_3,2018,1,0,-0.112593958391352,0.0301922856147388,-0.163583366209956,-0.0584961478884158,2999,7.6089056265276e-05,26197.3570860217
MKTG,Scopus,GINI,Balance,y_3,2013,1,1,-0.191844146756042,0.0462358396244234,-0.261859380970718,-0.11518772128897,624,4.08866811787215e-06,5047.54985604446
MKTG,Scopus,GINI,Balance,y_3,2018,1,1,-0.194144481226655,0.0413732493165879,-0.256912063695276,-0.126075010224428,698,1.81688535766444e-07,6061.31818873321
FINAC,Scopus,GINI,Balance,y_3,2013,1,1,-0.0438029426529397,0.0408643115999196,-0.11740057994045,0.0359318074529067,568,0.273036210788896,4974.15180578643
FINAC,Scopus,GINI,Balance,y_3,2018,1,1,-0.0222899530270032,0.0311555381871038,-0.0802062889104574,0.0392731809609865,753,0.46935113948881,6816.99104950336
MGMT,Scopus,GINI,Balance,y_3,2013,1,1,-0.209605649085506,0.0457029558630627,-0.277327712471052,-0.135537309596198,1622,2.64988990343575e-07,13297.7927266987
MGMT,Scopus,GINI,Balance,y_3,2018,1,1,-0.171340821358898,0.0443279267165655,-0.240296817803638,-0.0961258943777078,1548,2.23611397509716e-05,13215.3792752109
,Scopus,GINI,Balance,y_3,2013,1,1,-0.138202994582593,0.0291080935303013,-0.185993024482419,-0.0876072307928654,2814,3.22559120465416e-07,23372.521401012
,Scopus,GINI,Balance,y_3,2018,1,1,-0.105431185149802,0.0292821183372755,-0.15532669294022,-0.0525883109908061,2999,0.000141902288250184,26161.4654384335
MKTG,Scopus,GINI,Balance,y_5,2013,1,0,-0.214340858943727,0.0586246590081013,-0.299621561539184,-0.118676058500886,624,3.87415081827525e-05,5851.87809284655
MKTG,Scopus,GINI,Balance,y_5,2018,1,0,-0.17744049615307,0.0425361670365728,-0.243235983504473,-0.105924538402116,698,4.38604279731514e-06,6947.47886571985
FINAC,Scopus,GINI,Balance,y_5,2013,1,0,-0.0692846664607345,0.0342451098495292,-0.129703216114019,-0.00467168427616205,568,0.0360199055806936,5678.30310373634
FINAC,Scopus,GINI,Balance,y_5,2018,1,0,-0.032734655987575,0.0335216433548005,-0.0942424699752437,0.0329500056178422,753,0.320776394522885,7753.70201043975
MGMT,Scopus,GINI,Balance,y_5,2013,1,0,-0.232919700367502,0.0492164327420411,-0.303457330979188,-0.155238850031308,1622,7.13616928800763e-08,15522.9736620536
MGMT,Scopus,GINI,Balance,y_5,2018,1,0,-0.190511472553463,0.0403625052044286,-0.252081852062229,-0.123872474716199,1548,1.63772812337106e-07,15354.0829555713
,Scopus,GINI,Balance,y_5,2013,1,0,-0.160248511896928,0.0305304585193491,-0.209024177595588,-0.108465086040549,2814,1.06215319168715e-08,27116.9903842412
,Scopus,GINI,Balance,y_5,2018,1,0,-0.117551422822418,0.0295026364286588,-0.167130961788939,-0.0650204826495171,2999,2.24752139856439e-05,30114.3140301993
MKTG,Scopus,GINI,Balance,y_5,2013,1,1,-0.21312121794204,0.0555684748799762,-0.294319911914275,-0.122579440589513,624,1.60867531240157e-05,5855.73621887045
MKTG,Scopus,GINI,Balance,y_5,2018,1,1,-0.182218879715114,0.0411634743273296,-0.245605233100839,-0.113506628043993,698,1.02451573278836e-06,6933.26572421547
FINAC,Scopus,GINI,Balance,y_5,2013,1,1,-0.0573390999740707,0.0376787563290647,-0.124445311194317,0.0149104148477806,568,0.117077184317348,5668.43483353217
FINAC,Scopus,GINI,Balance,y_5,2018,1,1,-0.0316137815410498,0.0326771030269941,-0.0916906188893183,0.0324366208290365,753,0.325566879672039,7712.02927256853
MGMT,Scopus,GINI,Balance,y_5,2013,1,1,-0.227053019251546,0.0486248400707471,-0.297315836007149,-0.149764480740129,1622,1.17998747799353e-07,15518.5688693766
MGMT,Scopus,GINI,Balance,y_5,2018,1,1,-0.181069495088651,0.0407569351260382,-0.243942749340827,-0.112967739824399,1548,9.52748951079093e-07,15356.1498596659
,Scopus,GINI,Balance,y_5,2013,1,1,-0.155063157809981,0.0305160685550176,-0.204117560174587,-0.102985275756746,2814,3.36185229589069e-08,27098.6127433465
,Scopus,GINI,Balance,y_5,2018,1,1,-0.109615367380936,0.0282944381583025,-0.157648436374736,-0.0588433283221499,2999,4.07225730070669e-05,30065.4743878762
MKTG,Scopus,LC,Integration,y_3,2013,1,0,0.0163331413048942,0.0701404553371846,-0.114206633227762,0.166110622253361,624,0.817328700125063,5076.24286399311
MKTG,Scopus,LC,Integration,y_3,2018,1,0,0.0267468421084138,0.0188844591307707,-0.0105612952449994,0.0654617337216839,698,0.162193793281875,6095.58931333656
FINAC,Scopus,LC,Integration,y_3,2013,1,0,-0.00488895502743014,0.0911282607199309,-0.167655660381848,0.189707125635872,568,0.95710985660129,4983.4379646221
FINAC,Scopus,LC,Integration,y_3,2018,1,0,0.0963813795456177,0.0608500754706358,-0.0268809535121198,0.235257015832464,753,0.130492947138985,6854.15545154253
MGMT,Scopus,LC,Integration,y_3,2013,1,0,0.0516664313510751,0.0355224726025874,-0.0190627466340404,0.127495442787601,1622,0.15614870950639,13366.4231592443
MGMT,Scopus,LC,Integration,y_3,2018,1,0,-0.013086442539838,0.0399761238114216,-0.0874611210731894,0.0673499972342451,1548,0.741764718125503,13253.7319933103
,Scopus,LC,Integration,y_3,2013,1,0,0.0333926440706775,0.0335596161515534,-0.0323921818399497,0.103649987915607,2814,0.327692558497361,23461.9625819466
,Scopus,LC,Integration,y_3,2018,1,0,0.0174989010136195,0.0225008309745971,-0.0263985617721706,0.0633756000282892,2999,0.440722274585212,26241.0328967576
MKTG,Scopus,LC,Integration,y_3,2013,1,1,0.00890969964702171,0.068687577117037,-0.118169073681234,0.154301523865915,624,0.897247692243196,5080.08158371694
MKTG,Scopus,LC,Integration,y_3,2018,1,1,0.00523521334269939,0.0228257949366486,-0.0387455980202941,0.0512283034158487,698,0.819057895788991,6088.73489741891
FINAC,Scopus,LC,Integration,y_3,2013,1,1,-0.0271174934443457,0.0927565578208749,-0.1888412277039,0.166849701794889,568,0.766933564359517,4976.40294848347
FINAC,Scopus,LC,Integration,y_3,2018,1,1,0.101852855415454,0.0591394989912128,-0.0187402869672479,0.237266443187469,753,0.100989703895319,6814.33716296806
MGMT,Scopus,LC,Integration,y_3,2013,1,1,0.0463970950499266,0.0340836903296356,-0.0212214673083468,0.118687061431362,1622,0.18330938844648,13357.9499452953
MGMT,Scopus,LC,Integration,y_3,2018,1,1,-0.0142631286455578,0.0407818173889961,-0.0899872950205694,0.06776221280296,1548,0.72464288336285,13254.2125769215
,Scopus,LC,Integration,y_3,2013,1,1,0.0248096157262803,0.0335867134696363,-0.0404797837376425,0.0945415538778864,2814,0.46559852428606,23440.8827997121
,Scopus,LC,Integration,y_3,2018,1,1,0.00952713994812826,0.0232068249539735,-0.035362116330971,0.0565053099671964,2999,0.682841634917857,26200.4042321843
MKTG,Scopus,LC,Integration,y_5,2013,1,0,0.0129583441969479,0.0753527628473501,-0.126121210845719,0.174172688264058,624,0.864330404447397,5890.65414514748
MKTG,Scopus,LC,Integration,y_5,2018,1,0,0.0516679750852003,0.0214645451253434,0.00834232090798981,0.096855211654582,698,0.0189248665750196,6966.17675670493
FINAC,Scopus,LC,Integration,y_5,2013,1,0,0.0611403889648583,0.0997706938181502,-0.127334360413695,0.290321142501142,568,0.551973416677861,5683.54383694388
FINAC,Scopus,LC,Integration,y_5,2018,1,0,0.0643030811804524,0.0709479852875283,-0.0738650261387046,0.2230841946153,753,0.379730577788904,7753.88507644539
MGMT,Scopus,LC,Integration,y_5,2013,1,0,0.0574542602719779,0.0323906889493519,-0.00759124531196165,0.126763047267618,1622,0.0845806766759488,15595.4510555105
MGMT,Scopus,LC,Integration,y_5,2018,1,0,-0.00966461617698999,0.0492606402461609,-0.100809803546834,0.090719378748199,1548,0.843711960453208,15401.4477779283
,Scopus,LC,Integration,y_5,2013,1,0,0.0420842980364877,0.0345005749979139,-0.0260516876556098,0.114986976670492,2814,0.232147586393149,27204.9615176576
,Scopus,LC,Integration,y_5,2018,1,0,0.0244128340123604,0.0272708139990748,-0.0289042536994057,0.0806572456804857,2999,0.376454684762582,30158.9210646178
MKTG,Scopus,LC,Integration,y_5,2013,1,1,0.00553043858683755,0.0740470878857917,-0.130306495910355,0.162583666740161,624,0.940626576793554,5894.71775461805
MKTG,Scopus,LC,Integration,y_5,2018,1,1,0.0257584208387718,0.0256568411767916,-0.0245478997687316,0.0786591547367532,698,0.321565082642164,6955.30674284343
FINAC,Scopus,LC,Integration,y_5,2013,1,1,0.0372683506081504,0.102278665597991,-0.151149187279083,0.267508512743914,568,0.72052690603197,5672.24050044107
FINAC,Scopus,LC,Integration,y_5,2018,1,1,0.0734203000173586,0.0695820042349315,-0.0634272992191293,0.230263426991497,753,0.308571340293969,7711.77037441511
MGMT,Scopus,LC,Integration,y_5,2013,1,1,0.0511221413543705,0.0313720767501565,-0.0115624757901218,0.117782084334143,1622,0.112002332217525,15587.7581984475
MGMT,Scopus,LC,Integration,y_5,2018,1,1,-0.0111726164980154,0.0501297344795138,-0.103707056099939,0.0909151980029494,1548,0.822657366455016,15397.7941225917
,Scopus,LC,Integration,y_5,2013,1,1,0.0325118752135134,0.0347836259488238,-0.0355334292517511,0.105357930270038,2814,0.357668747646524,27182.462486413
,Scopus,LC,Integration,y_5,2018,1,1,0.0153037267185214,0.0276131543185704,-0.0381848341681122,0.0717668987855149,2999,0.582305190442706,30105.2384153656
MKTG,Scopus,LWBR,Integration,y_3,2013,1,0,0.0389887267575419,0.0756523623945108,-0.104190986827515,0.205053262978729,624,0.613155788646217,5075.32381393574
MKTG,Scopus,LWBR,Integration,y_3,2018,1,0,0.0582509745479323,0.0236693289503319,0.0102789582880576,0.108500890713727,698,0.0167559040377324,6093.09915690218
FINAC,Scopus,LWBR,Integration,y_3,2013,1,0,0.0450700116838243,0.0924630928445648,-0.128152235121214,0.252708756410787,568,0.633523975560275,4983.13748874865
FINAC,Scopus,LWBR,Integration,y_3,2018,1,0,0.111201127454665,0.0661934249768559,-0.0240024490868412,0.265134266475618,753,0.111175777954259,6853.50325289116
MGMT,Scopus,LWBR,Integration,y_3,2013,1,0,0.0859851072475088,0.0314155475367964,0.0211344001228064,0.154954385065813,1622,0.00864733788157793,13360.4794346821
MGMT,Scopus,LWBR,Integration,y_3,2018,1,0,0.0163248070419422,0.0369522916223808,-0.0546803651013438,0.0926633439911315,1548,0.661231582263418,13253.5932831394
,Scopus,LWBR,Integration,y_3,2013,1,0,0.0665832206355224,0.0327863783878949,0.000200186634090382,0.137372079852869,2814,0.0492906222289696,23455.0968438903
,Scopus,LWBR,Integration,y_3,2018,1,0,0.0440253796883097,0.0222245238363721,-0.000475354065044731,0.0905073705448689,2999,0.0525536973487086,26236.8689126364
MKTG,Scopus,LWBR,Integration,y_3,2013,1,1,0.0315662542206685,0.0746817255113586,-0.108896957360394,0.19417046730614,624,0.677305316298396,5079.4112637842
MKTG,Scopus,LWBR,Integration,y_3,2018,1,1,0.0398089909411006,0.0281950162653274,-0.0160932795312682,0.0988874403936038,698,0.166194190017084,6087.27232898792
FINAC,Scopus,LWBR,Integration,y_3,2013,1,1,0.0112562209844489,0.0879089414974166,-0.148797325279075,0.201404994192518,568,0.898680156643378,4976.52400007796
FINAC,Scopus,LWBR,Integration,y_3,2018,1,1,0.123355075399233,0.0688225121083966,-0.0183984775459862,0.285579327821728,753,0.0910008130394287,6813.13979398036
MGMT,Scopus,LWBR,Integration,y_3,2013,1,1,0.0822471301329266,0.0302945937791431,0.0198578377658116,0.148453056209105,1622,0.00907988300131197,13352.1309512572
MGMT,Scopus,LWBR,Integration,y_3,2018,1,1,0.0148565870272808,0.0375991252259451,-0.0572419672716635,0.0924689649708292,1548,0.69489212994968,13254.1737184046
,Scopus,LWBR,Integration,y_3,2013,1,1,0.0585208292383475,0.0329939594701868,-0.00776418458826766,0.129233926580746,2814,0.0847576272792326,23435.015078471
,Scopus,LWBR,Integration,y_3,2018,1,1,0.0371430721579566,0.0230438887178366,-0.00865761002637733,0.0850597765257122,2999,0.113506440175119,26197.0537868845
MKTG,Scopus,LWBR,Integration,y_5,2013,1,0,0.0388472333849832,0.0821948201904356,-0.115725035005452,0.220438909879449,624,0.642880735823515,5889.71832355549
MKTG,Scopus,LWBR,Integration,y_5,2018,1,0,0.087998728238087,0.0293378322748137,0.0272022916216377,0.152393488899767,698,0.00404301856473351,6961.90146917625
FINAC,Scopus,LWBR,Integration,y_5,2013,1,0,0.122764266367136,0.0977065819933185,-0.0729127919047354,0.359742197738746,568,0.235971157281779,5682.06081159529
FINAC,Scopus,LWBR,Integration,y_5,2018,1,0,0.0952086603634574,0.0824778109199897,-0.0682666742436826,0.287366220116106,753,0.270175267427427,7752.75549839312
MGMT,Scopus,LWBR,Integration,y_5,2013,1,0,0.0900929329740578,0.0302600381245055,0.0273209222880273,0.156700478632735,1622,0.0043620107369641,15589.6091092959
MGMT,Scopus,LWBR,Integration,y_5,2018,1,0,0.0178536809478946,0.0465155466801278,-0.0708384143862885,0.115011782514537,1548,0.70362199678445,15401.1595481606
,Scopus,LWBR,Integration,y_5,2013,1,0,0.0751796524267798,0.0342066582754857,0.00545879311300346,0.149735118844047,2814,0.0340809383036441,27197.2540456896
,Scopus,LWBR,Integration,y_5,2018,1,0,0.0538672344575624,0.0281265907461445,-0.00265708986908453,0.113595070042102,2999,0.062129658577822,30153.4738538438
MKTG,Scopus,LWBR,Integration,y_5,2013,1,1,0.0315608295022263,0.0809275867378445,-0.119743671628305,0.208872587069877,624,0.70100747672925,5894.04757594535
MKTG,Scopus,LWBR,Integration,y_5,2018,1,1,0.0656864928119143,0.0335983042567687,-0.00222979091008202,0.138225706295277,698,0.0582882583367793,6952.17101003309
FINAC,Scopus,LWBR,Integration,y_5,2013,1,1,0.084345450116021,0.0958482361858511,-0.101368795925089,0.308440047324797,568,0.398199541165097,5671.42484251454
FINAC,Scopus,LWBR,Integration,y_5,2018,1,1,0.113125049671762,0.0893408241713395,-0.0656772820849821,0.326144973732151,753,0.230302698660362,7709.95063764434
MGMT,Scopus,LWBR,Integration,y_5,2013,1,1,0.0858800850060966,0.0293670870404496,0.0251432547145822,0.150215400228273,1622,0.00502309711637904,15581.9809662242
MGMT,Scopus,LWBR,Integration,y_5,2018,1,1,0.0162074520671895,0.046927923960371,-0.0730906691402623,0.114108523083966,1548,0.731899295126909,15397.6108754138
,Scopus,LWBR,Integration,y_5,2013,1,1,0.0664867121118811,0.0344866786182041,-0.00321766072666585,0.14106546865626,2814,0.0619697666325667,27175.7214395171
,Scopus,LWBR,Integration,y_5,2018,1,1,0.0462355754530937,0.0284761665668095,-0.0105575784432347,0.106288608104587,2999,0.112457939157901,30100.6334981806
MKTG,Scopus,HEL,Nonconformity,y_3,2013,1,0,-0.210025609954069,0.0318423055773161,-0.257820776463024,-0.159152510421428,624,1.32320102621057e-13,5030.08546042213
MKTG,Scopus,HEL,Nonconformity,y_3,2018,1,0,-0.133998718750421,0.0243131496754172,-0.174298365998866,-0.0917321847943903,698,3.27212968317717e-09,6082.75859338389
FINAC,Scopus,HEL,Nonconformity,y_3,2013,1,0,-0.15421575395977,0.089025571891167,-0.289636092750991,0.00702046310340365,568,0.0599201694950932,4976.85119730269
FINAC,Scopus,HEL,Nonconformity,y_3,2018,1,0,-0.00285542049162435,0.0629093439144572,-0.118525806593445,0.127993672282524,753,0.963745139838802,6857.02246569862
MGMT,Scopus,HEL,Nonconformity,y_3,2013,1,0,-0.167035909770888,0.0462133019964373,-0.239166818111845,-0.0880666194272176,1622,7.65960676098046e-05,13319.1324692418
MGMT,Scopus,HEL,Nonconformity,y_3,2018,1,0,-0.147558859698189,0.0387047580460289,-0.209833066521508,-0.0803767319392261,1548,3.70985006054331e-05,13221.1711386024
,Scopus,HEL,Nonconformity,y_3,2013,1,0,-0.179928625522867,0.0292710108866012,-0.225652103422401,-0.131505280495819,2814,1.22863476781432e-11,23365.154480504
,Scopus,HEL,Nonconformity,y_3,2018,1,0,-0.108059771166835,0.0327233658113501,-0.163469899319037,-0.0489793838101582,2999,0.000474713878910281,26207.661930195
MKTG,Scopus,HEL,Nonconformity,y_3,2013,1,1,-0.20691888587528,0.0343090097133676,-0.258495610962914,-0.151754645177362,624,1.40770686657365e-11,5035.39785652026
MKTG,Scopus,HEL,Nonconformity,y_3,2018,1,1,-0.124901508130187,0.0326747919317324,-0.179187234527864,-0.0670255109491018,698,4.44131703614636e-05,6077.01520333315
FINAC,Scopus,HEL,Nonconformity,y_3,2013,1,1,-0.139141673609635,0.0972624354981625,-0.288554315750468,0.0416495236700258,568,0.123457176322685,4971.2145417355
FINAC,Scopus,HEL,Nonconformity,y_3,2018,1,1,-0.00157508692670072,0.0648300071768012,-0.120710257209465,0.133701735086538,753,0.980601507661678,6817.69760753394
MGMT,Scopus,HEL,Nonconformity,y_3,2013,1,1,-0.159150553469734,0.0465697500353932,-0.232500679665227,-0.078790335056116,1622,0.000197482248902832,13315.352082636
MGMT,Scopus,HEL,Nonconformity,y_3,2018,1,1,-0.141523310878579,0.0387423495044023,-0.204297066369963,-0.0737972745648599,1548,8.19131854908432e-05,13224.9528852269
,Scopus,HEL,Nonconformity,y_3,2013,1,1,-0.172224001736142,0.0298609173873081,-0.219280241375899,-0.122331546329365,2814,2.4552926937345e-10,23352.1425313087
,Scopus,HEL,Nonconformity,y_3,2018,1,1,-0.0986136184376289,0.0327542470871131,-0.154661737914267,-0.0388493632579688,2999,0.00152594156438592,26172.4825932548
MKTG,Scopus,HEL,Nonconformity,y_5,2013,1,0,-0.233952332983624,0.0314397445188593,-0.279731809582388,-0.18526316176619,624,2.31317031174032e-17,5832.51106751988
MKTG,Scopus,HEL,Nonconformity,y_5,2018,1,0,-0.151082391458625,0.0231186771550614,-0.188689889266303,-0.111731634356328,698,1.39160957539091e-12,6952.254180894
FINAC,Scopus,HEL,Nonconformity,y_5,2013,1,0,-0.154359023373254,0.0942448702207206,-0.296984921295392,0.0172024512872637,568,0.0752419141385476,5677.59219020558
FINAC,Scopus,HEL,Nonconformity,y_5,2018,1,0,-0.025687447396996,0.0590605267391167,-0.13218753016081,0.0938825877158562,753,0.659489572566725,7754.70752933548
MGMT,Scopus,HEL,Nonconformity,y_5,2013,1,0,-0.195998534532415,0.0494424154077587,-0.270254576498873,-0.114186487977301,1622,1.02283826104371e-05,15529.0834646883
MGMT,Scopus,HEL,Nonconformity,y_5,2018,1,0,-0.162317322314762,0.0414715323607665,-0.227712683272812,-0.091384445535585,1548,1.94787847991014e-05,15364.0730766726
,Scopus,HEL,Nonconformity,y_5,2013,1,0,-0.204555197191691,0.0309013802443493,-0.251301873999733,-0.154889784892392,2814,1.30223041726939e-13,27079.2432239371
,Scopus,HEL,Nonconformity,y_5,2018,1,0,-0.125578050273267,0.0314890965055049,-0.177913562936765,-0.0699107640124146,2999,2.0301736459563e-05,30117.1140652783
MKTG,Scopus,HEL,Nonconformity,y_5,2013,1,1,-0.231231195174182,0.0333670243008929,-0.279898543072228,-0.179274712490138,624,3.2481181565456e-15,5837.98102893555
MKTG,Scopus,HEL,Nonconformity,y_5,2018,1,1,-0.142822683904773,0.0277964764980413,-0.188272487889633,-0.0948280792923085,698,2.95225064112707e-08,6941.20792832996
FINAC,Scopus,HEL,Nonconformity,y_5,2013,1,1,-0.135173238246161,0.103279287966141,-0.293653770963205,0.0588650396924111,568,0.159679884522444,5667.45777589295
FINAC,Scopus,HEL,Nonconformity,y_5,2018,1,1,-0.0200295541431541,0.0635230505531422,-0.134749100024268,0.109900116578671,753,0.750096460056256,7713.15798790564
MGMT,Scopus,HEL,Nonconformity,y_5,2013,1,1,-0.189740023211045,0.0500396217613286,-0.265434403942122,-0.106245604872694,1622,2.61462724004624e-05,15525.6323342518
MGMT,Scopus,HEL,Nonconformity,y_5,2018,1,1,-0.15402039955732,0.0412475039320196,-0.219720940566172,-0.0827877850721045,1548,5.0127001895896e-05,15364.9220186109
,Scopus,HEL,Nonconformity,y_5,2013,1,1,-0.197581843029006,0.0315646636046923,-0.245719540633969,-0.146372028279905,2814,3.08509022894173e-12,27064.5045787667
,Scopus,HEL,Nonconformity,y_5,2018,1,1,-0.114795638867937,0.0312635358082768,-0.167408495882205,-0.0588580869588578,2999,9.60789544855821e-05,30070.0121212395
MKTG,Scopus,HZ,Nonconformity,y_3,2013,1,0,-0.195725163601658,0.0250533954903227,-0.23426412909181,-0.155246558194559,624,3.49896270970948e-18,5038.28608201044
MKTG,Scopus,HZ,Nonconformity,y_3,2018,1,0,-0.105720455042422,0.0256573392490617,-0.149579480867316,-0.0595994728053388,698,1.33087040690748e-05,6087.85519034113
FINAC,Scopus,HZ,Nonconformity,y_3,2013,1,0,-0.181319235447986,0.0853078077140908,-0.307371354644467,-0.0323267760555432,568,0.0190185574447123,4975.32691073875
FINAC,Scopus,HZ,Nonconformity,y_3,2018,1,0,-0.0132670234101399,0.0672538165268139,-0.135125504774965,0.125760988982049,753,0.842584858981345,6856.93171910074
MGMT,Scopus,HZ,Nonconformity,y_3,2013,1,0,-0.153220943919977,0.0493055834080275,-0.231221694796367,-0.06730618572041,1622,0.000743115717944431,13329.1707075647
MGMT,Scopus,HZ,Nonconformity,y_3,2018,1,0,-0.118047237314718,0.0450544616122213,-0.192588561479333,-0.0366241565349201,1548,0.00530165878915035,13232.8767858717
,Scopus,HZ,Nonconformity,y_3,2013,1,0,-0.169976718384587,0.0306005953194588,-0.218294801225586,-0.118672040170946,2814,1.14210851026494e-09,23380.6514528051
,Scopus,HZ,Nonconformity,y_3,2018,1,0,-0.091505200145055,0.0309345538825405,-0.144951192201279,-0.0347184934526368,2999,0.00192068374452904,26217.9712709069
MKTG,Scopus,HZ,Nonconformity,y_3,2013,1,1,-0.192314674459904,0.0280465300113111,-0.235515045216007,-0.14667308884171,624,2.63079350602673e-14,5043.69685307543
MKTG,Scopus,HZ,Nonconformity,y_3,2018,1,1,-0.0956175026061754,0.0335388391998909,-0.153155176577112,-0.0341705127435692,698,0.00272997841299448,6081.85313681156
FINAC,Scopus,HZ,Nonconformity,y_3,2013,1,1,-0.16118579736951,0.0918693546306646,-0.299405959387463,0.00430381326031726,568,0.0557202265958011,4970.24342440966
FINAC,Scopus,HZ,Nonconformity,y_3,2018,1,1,-0.0180981612905622,0.0680550917451887,-0.140710561013318,0.122009857351357,753,0.788414628452296,6817.51452700015
MGMT,Scopus,HZ,Nonconformity,y_3,2013,1,1,-0.144719441988609,0.0495494916295261,-0.223874422248396,-0.0574916561422845,1622,0.00160530529736944,13324.9820379713
MGMT,Scopus,HZ,Nonconformity,y_3,2018,1,1,-0.111719789929019,0.0448462377040177,-0.186463954890127,-0.03010845512422,1548,0.00825034275318932,13235.9583765736
,Scopus,HZ,Nonconformity,y_3,2013,1,1,-0.161382363110951,0.031066025063701,-0.210920895036445,-0.108733793003106,2814,1.46710737725074e-08,23367.6954790897
